#Skill Dialog,,,,,,,
FormationMainPage_notEnoughSixHero_DetailPage,Need to deploy at least 6 heroes,,上陣6名星神後方可進入頁面,,,,
FormationMainPage_BackRow,Back,,後排,,,,
FormationMainPage_FrontRow,Front,,前排,,,,
Formation_Default_TeamName,Team name 1,,隊伍一,,,,
Formation_Default_TeamName1,Team name 2,,隊伍二,,,,
Formation_Default_TeamName2,Team name 3,,隊伍三,,,,
Formation_Default_TeamName3,Team name 4,,隊伍四,,,,
Formation_Default_TeamName4,Team name 5,,隊伍五,,,,
FormationMainPage_FormationGrade,Team Level,,隊伍等級,,,,
FormationMainPage_FormationGear,Gear,,裝備,,,,
FormationMainPage_FormationSoul,Formation,,戰鬥迴路,,,,
FormationPetConfigCell_Level,Team Level,,隊伍等級,,,,
FormationPetConfigCell_Grade,Team Grade,,隊伍等階,,,,
FormationMainPage_Talent,Potential,,潛力,,,,
FormationMainPage_1Position,Position 6,,6號位,,,,
FormationMainPage_2Position,Position 5,,5號位,,,,
FormationMainPage_3Position,Position 4,,4號位,,,,
FormationMainPage_4Position,Position 3,,3號位,,,,
FormationMainPage_5Position,Position 2,,2號位,,,,
FormationMainPage_6Position,Position 1,,1號位,,,,
FormationMainPage_Level,Level,,等級,,,,
FormationMainPage_Grade,Grade,,等階,,,,
FormationMainDetailPageBtn,Setup,,配置詳情,,,,
FormationMainPage_notUnlockGear,Clear chapter 4 to unlock,,通關第4章後解鎖裝備,,,,
,,,,,,,
#FormationPetCellBase,,,,,,,
FormationPetCellBase_Equipment,<size=12>Gear</size>,,裝備,,,,
FormationPetCellBase_Soul,Loop,,迴路,,,,
FormationPetConfigCell_Equipment,Team gear,,隊伍裝備,,,,
FormationPetConfigCell_Soul,Team loop,,隊伍迴路,,,,
,,,,,,,
FormationLevelUpPage_HeroInfo,Hero info,,角色資訊,,,,
,,,,,,,
,,,,,,,
#FormationLevelUpPage,,,,,,,
HeroTabBarPageTitle,Development,,隊伍養成,,,,
FormationLevelupTitle,Hero cultivation,,星神培養,,,,
FormationLevelUpPage_Hero,Hero,,星神,,,,
FormationLevelUpPage_Equipment,Gear,,裝備,,,,
FormationLevelUpPage_BattleSoul,Battle Soul,,戰鬥迴路,,,,
FormationLevelUpPage_FantasyWeapon,Hero weapon,,星神武裝,,,,
FormationLevelUpPage_Grade,Grade,,階級,,,,
FormationLevelUpPage_LevelUpHero,Upgrade,,培養,,,,
FormationLevelUpPage_Levelup,Level up,,升級,,,,
FormationLevelUpPage_UpGrade,Grade up,,進階,,,,
FormationLevelUpPage_UpStar,Star up,,升星,,,,
FormationLevelUpPage_Reborn,Reborn,,重置,,,,
FormationLevelUpPage_UseItemTitle,Use items to level up,,使用經驗道具升級,,,,
FormationLevelUpPage_FormationLevelUP,<size=12>Hero upgrade</size>,,陣位升級,,,,
FormationLevelUpPage_UpGradeState,<size=10>Attribute upgrade</size>,,升階屬性,,,,
FormationGradeUpPage_Grade,<size=13>Grade</size>,,階級,,,,
FormationLevelUpPage_GradeUpCost,Cost,,消耗,,,,
FormationLevelUpPage_HeroPotential,Hero Potential,,星神潛能,,,,
FormationLevelUpPage_Potential,<size=12>Potential</size>,,潛能,,,,
FormationLevelUpPage_UrTria,UR trial,,UR試練,,,,
FormationLevelUpPage_Training,Trial,,試練,,,,
FormationLevelUpPage_Awake,Awakening,,覺醒,,,,
FormationLevelUpPage_UpRarity,Performance improvements,,性能提升,,,,
FormationLevelUpPage_FormationURAweakening,Awakening,,覺醒,,,,
FormationLevelUpPage_FormationURCost,Consume,,消耗,,,,
FormationLevelUpPage_LevelUp1,<size=12>Level up 1 time</size>,,升1級,,,,
FormationLevelUpPage_LevelUp5,<size=12>Level up 5 times</size>,,升5級,,,,
FormationLevelUpPage_NextStarContent,<size=12>Upon reaching 5 stars，the quality of the hero can be improved</size>,,升至5星後，可提升星神品質,,,,
HeroRarityUpAwake,Promote,,提升,,,,
HeroRarityUpSkill,Skill,,技能,,,,
FormationLevelUp_Help_Hero_Title,Explanation,,說明,,,,
FormationLevelUp_Help_Hero_Content,Explanation,,說明,,,,
FormationLevelUp_Help_Equipment_Title,Explanation,,說明,,,,
FormationLevelUp_Help_Equipment_Content,Explanation,,說明,,,,
FormationLevelUp_Help_BattleSoul_Title,Explanation,,說明,,,,
FormationLevelUp_Help_BattleSoul_Content,Explanation,,說明,,,,
FormationLevelUp_Help_FantasyWeapon_Title,Explanation,,說明,,,,
FormationLevelUp_Help_FantasyWeapon_Content,Explanation,,說明,,,,
FormationLevelUp_LevelMax,Reached Star God's highest Grade,,已達到星神最高等級,,,,
FormationLevelUp_GradeMax,Reached the highest level,,已達到最高階級,,,,
FormationLevelUp_NoItem,Insufficient required props,,所需道具不足,,,,
HeroAwakeUpButton,Awaken,,覺醒,,,,
FormationGradeUpButton,Upgrade,,進階,,,,
HeroRarityUpButton,Promote,,提升,,,,
HeroHolyAttack,Holy Spirit,,聖靈,,,,
HeroNormalAttack,Basic attack,,普攻,,,,
HeroAwakeSkill,Awakening,,覺醒,,,,
HeroPassiveSkill,Passive,,被動,,,,
FormationLevelUpPage_NextStarContent,<size=12>Upon reaching 5 stars，the quality of the hero can be improved</size>,,升至5星後可提升星神品質,,,,
HeroLevelMax,Hero has awakened to the highest level,,星神已覺醒至最高等級,,,,
FormationLevelUpPage_NotEnoughLevelTalentUpAlert,Hero can only advance after reaching level {0}.,,星神到達{0}級後才可進階,,,,
FormationHelpPopupTitle,Explanation,,說明,,,,
,,,,,,,
,,,,,,,
FormationTalentStatModify,【Advanced+{0}】 {1}<#028bda>+{2}</color>,,【進階+{0}】 {1}<#028bda>+{2}</color>,,,,
HeroAdvancedTalentBubble_TalentLevel,【Advanced+{0}】,,【進階+{0}】,,,,
HeroAdvancedTalentBubble_TalentEffect,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
#FormationGearPage,,,,,,,
FormationGearPage_GearState,Equipment attributes,,裝備屬性,,,,
FormationGearPage_ProficiencyState,Equipment Master,,裝備大師,,,,
FormationGearPage_EnhancedLevel,Strengthen proficiency,,強化熟練度,,,,
FormationGearPage_RefiningLevel,Overload proficiency,,超載熟練度,,,,
FormationGearPage_QualityLevel,Quality proficiency,,品質熟練度,,,,
FormationGearPage_InscriptionLevel,Lithography proficiency,,光刻熟練度,,,,
FormationGearPage_ProficiencyLevel,{0} class,,{0}級,,,,
FormationGearPage_ProficiencyDescription,4 pieces of equipment can be improved by cultivating them to the same level,,4件裝備培養相同程度可提升,,,,
FormationGearPage_GearMaster,Master,,巨匠,,tmp,,
FormationGearPage_GearMasterPopupTitle,Equipment Master,,裝備大師,,,,
FormationGearPage_GearMasterPopup_Hints,The equipment master adds attributes to all star gods in battle,,裝備大師為全體上陣武將加成屬性,,,,
FormationGearPage_RarityMaster,Quality Master,,品質大師,,,,
FormationGearPage_LevelMaster,Strengthening Master,,強化大師,,,,
FormationGearPage_ValueMaster,Overload Master,,超載大師,,,,
FormationGearPage_UpgradeMaster,Lithography Master,,光刻大師,,,,
FormationGearPage_GearMasterHints,The equipment master adds attributes to all star gods in battle,,裝備大師為全體上陣星神加成屬性,,,,
FormationGearPage_GearMasterRankUpHints,Click on the equipment to go directly to {0}. When all equipment is {1} or above, {2}Lv{3} will be activated.,,點擊裝備可直接去{0}，所有裝備為{1}及以上時啟動{2}Lv{3},,,,
FormationGearPage_GearRarityMasterRankUpHints,Activate {1}Lv{2} when all equipment is {0} or above,,所有裝備為{0}及以上時啟動{1}Lv{2},,,,
FormationGearPage_GearMasterLevelLabel,Strengthen :,,強化 :,,,,
FormationGearPage_GearMasterRarityLabel,Equipment quality :,,裝備品質 :,,,,
FormationGearPage_GearMasterValueLabel,Overload :,,超載 :,,,,
FormationGearPage_GearMasterUpgradeLabel,Lithography :,,光刻 :,,,,
FormationGearPage_GearMasterLevelRankFormat,Upgrade {0} level,,升級{0}級,,,,
FormationGearPage_GearMasterValueRankFormat,Overload level {0},,超載{0}級,,,,
FormationGearPage_EnableProficiencyHints,Equip all 4 pieces of equipment to activate the Equipment Master,,裝備齊4件裝備可啟動裝備大師,,,,
FormationGearPage_OneClickEnhanced,One-click strengthening,,一鍵強化,,,,
FormationGearPage_GearUpgreat,Equipment development,,裝備養成,,,,
FormationGearPage_Build,Build,,打造,,,,
FormationGearPage_Inscription,Lithography,,光刻,,,,
FormationGearPage_InscriptionTitle,Lithography :,,光刻 :,,,,
FormationGearPage_Attributes,Attributes,,屬性,,,,
FormationGearPage_ClickToBuild,Click to build,,點擊打造,,,,
FormationGearPage_Weapon,Weapon,,武器,,,,
FormationGearPage_Helmet,Helmet,,頭盔,,,,
FormationGearPage_Armor,Armor,,鎧甲,,,,
FormationGearPage_Boots,Boots,,戰靴,,,,
FormationGearPage_Consume,Consume:,,消耗:,,,,
FormationGearPage_TitleBuild,Build,,打造,,,,
FormationGearPage_TitleStrengthen,Strengthen,,強化,,,,
FormationGearPage_TitleInscription,Lithography,,光刻,,,,
FormationGearPage_TitleRefining,Overload,,超載,,,,
FormationGearPage_RefiningLevelButton,Overload Level 1,,超載1級,,,,
FormationGearPage_RefiningGear,Equipment overload,,裝備超載,,,,
FormationGearPage_EquipmentBuild,Equipment building,,裝備打造,,,,
FormationGearPage_Reborn,Reset,,重置,,,,
FormationGearPage_Develop,Develop,,養成,,,,
FormationGearPage_Exchange,Exchange,,交換,,,,
FormationGearPage_Level,Grade,,等級,,,,
FormationGearPage_InscriptionBuild,Equipment photolithography,,裝備光刻,,,,
FormationGearPage_EnhancedBuild,Equipment enhancement,,裝備強化,,,,
FormationGearPage_OneClickEmbed,One-click inlay,,一鍵鑲嵌,,,,
FormationGearPage_Embed,Inlay 1 time,,鑲嵌1次,,,,
FormationGearPage_StateBase,Base,,基礎,,,,
FormationGearPage_StateEnhance,Strengthen,,強化,,,,
FormationGearPage_ValueRank,Overload level,,超載等級,,,,
FormationGearPage_RarityRankUpSuccess,Build success,,打造成功,,,,
FormationGearPage_ValueRankUpSuccess,Overload successful,,超載成功,,,,
FormationGearPage_UpgradeRankUpSuccess,Lithography successful,,光刻成功,,,,
FormationGearPage_RequiredRarityAlert,After the equipment is crafted to {0}，you can continue {1},,裝備打造至{0}後可繼續{1},,,,
FormationGearPage_RequiredUserLevelAlert,Players can continue {1} after level {0},,玩家{0}級後可繼續{1},,,,
FormationGearPage_ReachLevelLimitAlert,The equipment upgrade limit has been reached,,已達到裝備升級上限,,,,
FormationGearPage_QualityTextFormat,Unlocked after awakening to {0}: {1},,覺醒至{0}後解鎖 : {1},,,,
FormationGearPage_ValueTalentTextFormat,Upgrade to level {0} Talent: {1},,升至{0}級天賦 : {1},,,,
FormationGearPage_UpgradeTalentTextFormat,Unlocked after reaching {0}: {1},,升至{0}後解鎖 : {1},,,,
FormationGearPage_TalentMax,The limit has been reached,,已達到上限,,,,
FormationGearPage_ValueTalentTitle,Overload talent,,超載天賦,,,,
FormationGearPage_UpgradeTalentTitle,Lithography talent,,光刻天賦,,,,
FormationGearPage_QualityTitle,Quality talent,,品質天賦,,,,
FormationGearPage_RarityTalentStatTextFormat,【{0}{1} level】 <br>{2} (unlocked after awakening to {3}),,【{0}{1}級】    <br>{2} (覺醒至{3}解鎖),,,,
FormationGearPage_ValueTalentStatTextFormat,【Level {0}{1}】 <br>{2} (Unlocked by Overload {3}),,【{0}{1}級】    <br>{2} (超載{3}解鎖),,,,
FormationGearPage_UpgradeTalentStatTextFormat,【{0}{1}Level】 <br>{2} (Unlocked when upgraded to {3}),,【{0}{1}級】    <br>{2} (升至{3}解鎖),,,,
FormationGearPage_NoGearAlert,Please create 1 piece of equipment first,,請先打造1件裝備,,,,
FormationGearPage_NoNextLevelAlert,Grade is full,,等級已滿,,,,
FormationGearPage_NotEnoughCostAlert,Insufficient materials,,材料不足,,,,
FormationGearPage_NotEquipYet,Not equipped,,未裝備,,,,
FormationGearPage_SwapingPopupTitle,Equipment replacement,,裝備更換,,,,
FormationGearPage_SwapingTitle,Weapon package,,武器包裹,,,,
FormationGearPage_Description,<size=14>4 pieces of equipment can be improved by cultivating them to the same level</size>,,4件裝備培養相同程度可提升,,,,
FormationGearPage_TitleRefiningAll,One-click overload,,一鍵超載,,,,
,,,,,,,
FormationGearPage_TalentTextFormat,Upgrade to level {0} Talent: {1},,升至{0}級天賦 : {1},,,,
,,,,,,,
FormationGearInfoBubble_Attr_1,Basic attributes,,基礎屬性,,,,
FormationGearInfoBubble_Attr_2,Overloaded properties,,超載屬性,,,,
FormationGearInfoBubble_Attr_3,Lithography properties,,光刻屬性,,,,
,,,,,,,
GearType_GLOVES,Gloves,,武器,,,,
GearType_HELMET,Helmet,,頭盔,,,,
GearType_ARMOR,Armor,,護甲,,,,
GearType_BOOTS,Boots,,戰靴,,,,
,,,,,,,
FormationGearStateEnhanceFormat,(Reinforcement+{0}),,(強化+{0}),,,,
GearNameFormat,{0}．{1},,{0}．{1},,,,
,,,,,,,
#GearName_GearType_RarityRank,,,,,,,
GearName_GLOVES_1,Jade Gauntlets,,碧綠臂鎧,,,,
GearName_GLOVES_2,Azure Gauntlets,,蔚藍臂鎧,,,,
GearName_GLOVES_3,Crimson Gauntlets,,緋紫臂鎧,,,,
GearName_GLOVES_4,Pure gold Gauntlets,,純金臂鎧,,,,
GearName_GLOVES_5,Pure gold Gauntlets,,純金臂鎧,,,,
GearName_GLOVES_6,Pure gold Gauntlets,,純金臂鎧,,,,
GearName_GLOVES_7,Neon Gauntlets,,霓虹臂鎧,,,,
GearName_GLOVES_8,Neon Gauntlets,,霓虹臂鎧,,,,
GearName_GLOVES_9,Neon Gauntlets,,霓虹臂鎧,,,,
GearName_GLOVES_10,Neon Gauntlets,,霓虹臂鎧,,,,
GearName_GLOVES_11,Neon Gauntlets,,霓虹臂鎧,,,,
GearName_HELMET_1,Jade Helmet,,碧綠頭盔,,,,
GearName_HELMET_2,Azure Helmet,,蔚藍頭盔,,,,
GearName_HELMET_3,Crimson Helmet,,緋紫頭盔,,,,
GearName_HELMET_4,Solid gold Helmet,,純金頭盔,,,,
GearName_HELMET_5,Solid gold Helmet,,純金頭盔,,,,
GearName_HELMET_6,Solid gold Helmet,,純金頭盔,,,,
GearName_HELMET_7,Neon Helmet,,霓虹頭盔,,,,
GearName_HELMET_8,Neon Helmet,,霓虹頭盔,,,,
GearName_HELMET_9,Neon Helmet,,霓虹頭盔,,,,
GearName_HELMET_10,Neon Helmet,,霓虹頭盔,,,,
GearName_HELMET_11,Neon Helmet,,霓虹頭盔,,,,
GearName_ARMOR_1,Jade Armor,,碧綠護甲,,,,
GearName_ARMOR_2,Azure Armor,,蔚藍護甲,,,,
GearName_ARMOR_3,Crimson Armor,,緋紫護甲,,,,
GearName_ARMOR_4,Pure gold armor,,純金護甲,,,,
GearName_ARMOR_5,Pure gold armor,,純金護甲,,,,
GearName_ARMOR_6,Pure gold armor,,純金護甲,,,,
GearName_ARMOR_7,Neon Armor,,霓虹護甲,,,,
GearName_ARMOR_8,Neon Armor,,霓虹護甲,,,,
GearName_ARMOR_9,Neon Armor,,霓虹護甲,,,,
GearName_ARMOR_10,Neon Armor,,霓虹護甲,,,,
GearName_ARMOR_11,Neon Armor,,霓虹護甲,,,,
GearName_BOOTS_1,Jade Boots,,碧綠戰靴,,,,
GearName_BOOTS_2,Azure Boots,,蔚藍戰靴,,,,
GearName_BOOTS_3,Crimson Boots,,緋紫戰靴,,,,
GearName_BOOTS_4,Pure gold combat Boots,,純金戰靴,,,,
GearName_BOOTS_5,Pure gold combat Boots,,純金戰靴,,,,
GearName_BOOTS_6,Pure gold combat Boots,,純金戰靴,,,,
GearName_BOOTS_7,Neon Boots,,霓虹戰靴,,,,
GearName_BOOTS_8,Neon Boots,,霓虹戰靴,,,,
GearName_BOOTS_9,Neon Boots,,霓虹戰靴,,,,
GearName_BOOTS_10,Neon Boots,,霓虹戰靴,,,,
GearName_BOOTS_11,Neon Boots,,霓虹戰靴,,,,
,,,,,,,
GearRarity_GearMasterTag_1,Ordinary,,普通,,,,
GearRarity_GearMasterTag_2,Rare,,稀有,,,,
GearRarity_GearMasterTag_3,Elite,,精英,,,,
GearRarity_GearMasterTag_4,Epic I,,史詩一階,,,,
GearRarity_GearMasterTag_5,Epic II,,史詩二階,,,,
GearRarity_GearMasterTag_6,Epic III,,史詩三階,,,,
GearRarity_GearMasterTag_7,Awakening I,,覺醒一階,,,,
GearRarity_GearMasterTag_8,Awakening II,,覺醒二階,,,,
GearRarity_GearMasterTag_9,Awakening III,,覺醒三階,,,,
GearRarity_GearMasterTag_10,Awakening IV,,覺醒四階,,,,
GearRarity_GearMasterTag_11,Awakening V,,覺醒五階,,,,
,,,,,,,
GearRarity_Tag_1,Ordinary,,普通,,,,
GearRarity_Tag_2,Rare,,稀有,,,,
GearRarity_Tag_3,Elite,,精英,,,,
GearRarity_Tag_4,Epic I,,史詩一階,,,,
GearRarity_Tag_5,Epic II,,史詩二階,,,,
GearRarity_Tag_6,Epic III,,史詩三階,,,,
GearRarity_Tag_7,Awakening I,,覺醒一階,,,,
GearRarity_Tag_8,Awakening II,,覺醒二階,,,,
GearRarity_Tag_9,Awakening III,,覺醒三階,,,,
GearRarity_Tag_10,Awakening IV,,覺醒四階,,,,
GearRarity_Tag_11,Awakening IV,,覺醒五階,,,,
,,,,,,,
GearRarity_1,,,,,,,
GearRarity_2,,,,,,,
GearRarity_3,,,,,,,
GearRarity_4,Epic I,,史詩一階,,,,
GearRarity_5,Epic II,,史詩二階,,,,
GearRarity_6,Epic III,,史詩三階,,,,
GearRarity_7,Awakening I,,覺醒一階,,,,
GearRarity_8,Awakening II,,覺醒二階,,,,
GearRarity_9,Awakening III,,覺醒三階,,,,
GearRarity_10,Awakening IV,,覺醒四階,,,,
GearRarity_11,Awakening V,,覺醒五階,,,,
,,,,,,,
GearUpgrade_0,Accuracy B0 level,,精度B0階,,,,
GearUpgrade_1,Accuracy B1 level,,精度B1階,,,,
GearUpgrade_2,Accuracy B2 level,,精度B2階,,,,
GearUpgrade_3,Accuracy B3 level,,精度B3階,,,,
GearUpgrade_4,Accuracy B4 level,,精度B4階,,,,
GearUpgrade_5,Accuracy A0 level,,精度A0階,,,,
GearUpgrade_6,Accuracy A1 level,,精度A1階,,,,
GearUpgrade_7,Accuracy A2 level,,精度A2階,,,,
GearUpgrade_8,Accuracy A3 level,,精度A3階,,,,
GearUpgrade_9,Accuracy A4 level,,精度A4階,,,,
GearUpgrade_10,Accuracy S0 level,,精度S0階,,,,
GearUpgrade_11,Accuracy S1 level,,精度S1階,,,,
GearUpgrade_12,Accuracy S2 level,,精度S2階,,,,
GearUpgrade_13,Accuracy S3 level,,精度S3階,,,,
GearUpgrade_14,Accuracy S4 level,,精度S4階,,,,
GearUpgrade_15,Accuracy SS0 level,,精度SS0階,,,,
GearUpgrade_16,Accuracy SS1 level,,精度SS1階,,,,
GearUpgrade_17,Accuracy SS2 level,,精度SS2階,,,,
GearUpgrade_18,Accuracy SS3 level,,精度SS3階,,,,
GearUpgrade_19,Accuracy SS4 level,,精度SS4階,,,,
GearUpgrade_20,Accuracy EX0 level,,精度EX0階,,,,
GearUpgrade_21,Accuracy EX0 level 1,,精度EX0階1級,,,,
GearUpgrade_22,Accuracy EX0 level 2,,精度EX0階2級,,,,
GearUpgrade_23,Accuracy EX0 level 3,,精度EX0階3級,,,,
GearUpgrade_24,Accuracy EX0 level 4,,精度EX0階4級,,,,
GearUpgrade_25,Accuracy EX0 level 5,,精度EX0階5級,,,,
GearUpgrade_26,Accuracy EX0 level 6,,精度EX0階6級,,,,
GearUpgrade_27,Accuracy EX0 level 7,,精度EX0階7級,,,,
GearUpgrade_28,Accuracy EX0 level 8,,精度EX0階8級,,,,
GearUpgrade_29,Accuracy EX0 level 9,,精度EX0階9級,,,,
GearUpgrade_30,Accuracy EX1 level 0,,精度EX1階0級,,,,
GearUpgrade_31,Accuracy EX1 level 1,,精度EX1階1級,,,,
GearUpgrade_32,Accuracy EX1 level 2,,精度EX1階2級,,,,
GearUpgrade_33,Accuracy EX1 level 3,,精度EX1階3級,,,,
GearUpgrade_34,Accuracy EX1 level 4,,精度EX1階4級,,,,
GearUpgrade_35,Accuracy EX1 level 5,,精度EX1階5級,,,,
GearUpgrade_36,Accuracy EX1 level 6,,精度EX1階6級,,,,
GearUpgrade_37,Accuracy EX1 level 7,,精度EX1階7級,,,,
GearUpgrade_38,Accuracy EX1 level 8,,精度EX1階8級,,,,
GearUpgrade_39,Accuracy EX1 level 9,,精度EX1階9級,,,,
GearUpgrade_40,Accuracy EX2 level 0,,精度EX2階0級,,,,
GearUpgrade_41,Accuracy EX2 level 1,,精度EX2階1級,,,,
GearUpgrade_42,Accuracy EX2 level 2,,精度EX2階2級,,,,
GearUpgrade_43,Accuracy EX2 level 3,,精度EX2階3級,,,,
GearUpgrade_44,Accuracy EX2 level 4,,精度EX2階4級,,,,
GearUpgrade_45,Accuracy EX2 level 5,,精度EX2階5級,,,,
GearUpgrade_46,Accuracy EX2 level 6,,精度EX2階6級,,,,
GearUpgrade_47,Accuracy EX2 level 7,,精度EX2階7級,,,,
GearUpgrade_48,Accuracy EX2 level 8,,精度EX2階8級,,,,
GearUpgrade_49,Accuracy EX2 level 9,,精度EX2階9級,,,,
GearUpgrade_50,Accuracy EX3 level 0,,精度EX3階0級,,,,
,,,,,,,
GearUpgrade_Tag_5,Accuracy A-level,,精度A階,,,,
GearUpgrade_Tag_10,Accuracy S order,,精度S階,,,,
GearUpgrade_Tag_15,Accuracy SS order,,精度SS階,,,,
GearUpgrade_Tag_20,Accuracy EX order,,精度EX階,,,,
GearUpgrade_Tag_30,Accuracy EX1 level,,精度EX1階,,,,
GearUpgrade_Tag_40,Accuracy EX2 level,,精度EX2階,,,,
GearUpgrade_Tag_50,Accuracy EX3 level,,精度EX3階,,,,
,,,,,,,
#FormationSoulPage,,,,,,,
FormationSoulPageTitle,Loop development,,迴路養成,,,,
FormationSoulPage_SoulUpgreat,Loop development,,迴路養成,,,,
FormationSoulPage_GearSkill,Equipment skills,,裝備技能,,,,
FormationSoulPage_MainState,Main attributes,,主要屬性,,,,
FormationSoulPage_SameSoulGear,Same combat circuit {0} set:,,相同戰鬥迴路{0}件套:,,,,
FormationSoulPage_SameSoulGear_Short,{0} set:,,{0}件套:,,,,
FormationSoulPage_Exchange,Exchange,,更换,,,,
FormationSoulPage_Unequip,Remove,,卸下,,,,
FormationSoulPage_Equip,Equip,,裝備,,,,
FormationSoulPage_Need4ToActivateSkill,Not activated (Equip 4 identical combat circuits to activate set skills),,未啟動(裝備4個相同戰鬥迴路可啟動套裝技能),,,,
FormationSoulPage_OnClickShow_Need4ToActivateSkill,Equip 4 identical combat circuits to activate set skills,,裝備4個相同戰鬥迴路可啟動套裝技能,,,,
,,,,,,,
FormationSoulSetInfo_4ForActivate,Equip 4 {0} to activate,,裝備4個{0}發動,,,,
FormationSoulSetInfo_set,Set effect,,套裝效果,,,,
,,,,,,,
SoulGenre_Tag_All,All,,全部,,,,
SoulGenre_Tag_1,I,,I,,,,
SoulGenre_Tag_2,II,,II,,,,
SoulGenre_Tag_3,III,,III,,,,
SoulGenre_Tag_4,IV,,IV,,,,
,,,,,,,
SoulStar_1,One star,,一星,,,,
SoulStar_2,Two stars,,二星,,,,
SoulStar_3,Three stars,,三星,,,,
SoulStar_4,Four stars,,四星,,,,
SoulStar_5,Five stars,,五星,,,,
,,,,,,,
FormationSoulEditPage_Title,,,,,,,
FormationSoulEditPage_Main,Battle circuit,,戰鬥迴路,,,,
FormationSoulEditPage_Strengthen,Strengthen,,強化,,,,
FormationSoulEditPage_Breakthrough,Breakthrough,,突破,,,,
FormationSoulEditPage_Breakdown,Decompose,,分解,,,,
FormationSoulEditPage_Fusion,Fusion,,合成,,,,
FormationSoulEditPage_FilterMaterial,Filter,,篩選,,,,
FormationSoulEditPage_Dropdown_SoulSet,Select package,,選擇套裝,,,,
FormationSoulEditPage_EmptyMsg,The star god who has not yet entered battle has no combat circuit attributes.,,暫未上陣星神無戰鬥迴路屬性,,,,
FormationSoulEditPage_OneClickTakeOff,Remove with one click,,一鍵卸下,,,,
FormationSoulEditPage_OneClickEquip,One-click equipment,,一鍵裝備,,,,
FormationSoulEditPage_OneClickAdd,One click to add,,一鍵添加,,,,
FormationSoulEditPage_DisplayAll,Display all,,顯示全部,,,,
FormationSoulEditPage_StrengthDesc,Strengthening to level {0} can enhance a random attribute,,強化至{0}級可增強一條隨機屬性,,,,
FormationSoulEditPage_StrengthLevel,Strengthen+{0},,強化+{0},,,,
FormationSoulBreakdownConfirmPopup_Title,Decomposition confirmation,,分解確認,,,,
FormationSoulEditPage_HelpInfo_Title,FormationSoulEditPage_HelpInfo_Title,,FormationSoulEditPage_HelpInfo_Title,,,,
