#Daily Wish,,,,,,,
LoginReward_hints,登入福利可以在[活动-福利]中查看,,登入福利可以在[活動-福利]中查看,,,,
LoginReward_days_0,今天,,今天,,,,
LoginReward_days_1,明天,,明天,,,,
LoginReward_days_2,第三天,,第三天,,,,
LoginReward_days_3,第四天,,第四天,,,,
LoginReward_days_4,第五天,,第五天,,,,
,,,,,,,
#VipBenefits,,,,,,,
VipBenefitsPageTitle,心灵升级,,心靈升級,,,,
VipBenefits_notYet,升级获得,,升級獲得,,,,
VipBenefits_progress,进度:,,進度:,,,,
VipBenefits_locked,未解锁,,未解鎖,,,,
VipBenefits_redirect,储值,,儲值,,,,
VipBenefits_level,Grade{0},,等級{0},,,,
VipBenefits_helpPopup_title,说明,,說明,,,,
VipBenefits_helpPopup_ratio,积分换算,,積分換算,,,,
VipBenefits_helpPopup_playIntro,玩法介绍,,玩法介紹,,,,
VipBenefits_helpPopup_ratio_title,对应积分,,對應積分,,,,
VipBenefits_helpPopup_ratio_currency_a,OPCOIN,,OPCOIN,,,,
VipBenefits_helpPopup_ratio_currency_b, ,, ,,,,
VipBenefits_helpPopup_ratio_currency_c, ,, ,,,,
VipBenefits_helpPopup_playIntro_content,"玩法介绍

1.每 50 OPCOIN 换算 3 积分
2.超过当前心灵Grade的积分会累加至下一Grade进度
3.升级心灵Grade即可获得丰厚奖励
4.每个心灵Grade奖励限领一次",,"玩法介紹

1.每 50 OPCOIN 換算 3 積分
2.超過當前心靈等級的積分會累加至下一等級進度
3.升級心靈等級即可獲得豐厚獎勵
4.每個心靈等級獎勵限領一次",,,,
VipBenefitHelpInfoPopupTitle,说明,,說明,,,,
VipBenefitHelpInfoPopupContent,"玩法介绍

1.每 50 OPCOIN 换算 3 积分
2.超过当前心灵Grade的积分会累加至下一Grade进度
3.升级心灵Grade即可获得丰厚奖励
4.每个心灵Grade奖励限领一次",,"玩法介紹

1.每 50 OPCOIN 換算 3 積分
2.超過當前心靈等級的積分會累加至下一等級進度
3.升級心靈等級即可獲得豐厚獎勵
4.每個心靈等級獎勵限領一次",,,,
,,,,,,,
#BattlePass,,,,,,,
BattlePass_Normal1,一般主线一阶神谕,,一般主線一階神諭,,,,
BattlePass_Normal2,一般主线二阶神谕,,一般主線二階神諭,,,,
BattlePass_Normal3,一般主线三阶神谕,,一般主線三階神諭,,,,
BattlePass_Normal4,一般主线四阶神谕,,一般主線四階神諭,,,,
BattlePass_Normal5,一般主线五阶神谕,,一般主線五階神諭,,,,
BattlePass_Normal6,一般主线六阶神谕,,一般主線六階神諭,,,,
BattlePass_Hard1,精英主线一阶神谕,,精英主線一階神諭,,,,
BattlePass_Hard2,精英主线二阶神谕,,精英主線二階神諭,,,,
BattlePass_Hard3,精英主线三阶神谕,,精英主線三階神諭,,,,
BattlePass_Hard4,精英主线四阶神谕,,精英主線四階神諭,,,,
BattlePass_Hard5,精英主线五阶神谕,,精英主線五階神諭,,,,
BattlePass_Hard6,精英主线六阶神谕,,精英主線六階神諭,,,,
BattlePass_Hard7,精英主线七阶神谕,,精英主線七階神諭,,,,
BattlePass_Hard8,精英主线八阶神谕,,精英主線八階神諭,,,,
BattlePass_Hard9,精英主线九阶神谕,,精英主線九階神諭,,,,
BattlePass_Tower1,冥河探索一阶神谕,,冥河探索一階神諭,,,,
BattlePass_Tower2,冥河探索二阶神谕,,冥河探索二階神諭,,,,
BattlePass_Tower3,冥河探索三阶神谕,,冥河探索三階神諭,,,,
BattlePass_Tower4,冥河探索四阶神谕,,冥河探索四階神諭,,,,
BattlePass_Tower5,冥河探索五阶神谕,,冥河探索五階神諭,,,,
BattlePass_Tower6,冥河探索六阶神谕,,冥河探索六階神諭,,,,
BattlePass_Tower7,冥河探索七阶神谕,,冥河探索七階神諭,,,,
BattlePass_Tower8,冥河探索八阶神谕,,冥河探索八階神諭,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
BattlePassPageTab_NormalBattle,一般主线,,一般主線,,,,
BattlePassPageTab_HardBattle,精英主线,,精英主線,,,,
BattlePassPageTab_Tower,冥河探索,,冥河探索,,,,
BattlePassServerReward,全民福利,,全民福利,,,,
BattlePassServerRewardCount,已累计购买<color=#33eeee>{0}</color>次,,已累計購買<color=#33eeee>{0}</color>次,,,,
BattlePassPurchaseButton,{0} OP币购买,,{0} OP幣購買,,,,
BattlePassNormalPass,标准版,,標準版,,,,
BattlePassDeluxePass,豪华版,,豪華版,,,,
BattlePassCellTitle_NormalBattle,{0}章可领,,{0}章可領,,,,
BattlePassCellTitle_HardBattle,{0}章可领,,{0}章可領,,,,
BattlePassCellTitle_Tower,{0}层可领,,{0}層可領,,,,
BattlePassSubTab_NormalBattle_1,一阶,,一階,,,,
BattlePassSubTab_NormalBattle_2,二阶,,二階,,,,
BattlePassSubTab_NormalBattle_3,三阶,,三階,,,,
BattlePassSubTab_NormalBattle_4,四阶,,四階,,,,
BattlePassSubTab_NormalBattle_5,五阶,,五階,,,,
BattlePassSubTab_NormalBattle_6,六阶,,六階,,,,
BattlePassSubTab_HardBattle_1,一阶,,一階,,,,
BattlePassSubTab_HardBattle_2,二阶,,二階,,,,
BattlePassSubTab_HardBattle_3,三阶,,三階,,,,
BattlePassSubTab_HardBattle_4,四阶,,四階,,,,
BattlePassSubTab_HardBattle_5,五阶,,五階,,,,
BattlePassSubTab_HardBattle_6,六阶,,六階,,,,
BattlePassSubTab_HardBattle_7,七阶,,七階,,,,
BattlePassSubTab_HardBattle_8,八阶,,八階,,,,
BattlePassSubTab_HardBattle_9,九阶,,九階,,,,
BattlePassSubTab_Tower_1,一阶,,一階,,,,
BattlePassSubTab_Tower_2,二阶,,二階,,,,
BattlePassSubTab_Tower_3,三阶,,三階,,,,
BattlePassSubTab_Tower_4,四阶,,四階,,,,
BattlePassSubTab_Tower_5,五阶,,五階,,,,
BattlePassSubTab_Tower_6,六阶,,六階,,,,
BattlePassSubTab_Tower_7,七阶,,七階,,,,
BattlePassSubTab_Tower_8,八阶,,八階,,,,
BattlePassSubTab_Tower_9,九阶,,九階,,,,
BattlePassTitle_NormalBattle_Grade_1,主线神谕一阶,,主線神諭一階,,,,
BattlePassTitle_NormalBattle_Grade_2,主线神谕二阶,,主線神諭二階,,,,
BattlePassTitle_NormalBattle_Grade_3,主线神谕三阶,,主線神諭三階,,,,
BattlePassTitle_NormalBattle_Grade_4,主线神谕四阶,,主線神諭四階,,,,
BattlePassTitle_NormalBattle_Grade_5,主线神谕五阶,,主線神諭五階,,,,
BattlePassTitle_NormalBattle_Grade_6,主线神谕六阶,,主線神諭六階,,,,
BattlePassTitle_NormalBattle_Grade_7,主线神谕七阶,,主線神諭七階,,,,
BattlePassTitle_NormalBattle_Grade_8,主线神谕八阶,,主線神諭八階,,,,
BattlePassTitle_HardBattle_Grade_1,精英主线神谕一阶,,精英主線神諭一階,,,,
BattlePassTitle_HardBattle_Grade_2,精英主线神谕二阶,,精英主線神諭二階,,,,
BattlePassTitle_HardBattle_Grade_3,精英主线神谕三阶,,精英主線神諭三階,,,,
BattlePassTitle_HardBattle_Grade_4,精英主线神谕四阶,,精英主線神諭四階,,,,
BattlePassTitle_HardBattle_Grade_5,精英主线神谕五阶,,精英主線神諭五階,,,,
BattlePassTitle_HardBattle_Grade_6,精英主线神谕六阶,,精英主線神諭六階,,,,
BattlePassTitle_HardBattle_Grade_7,精英主线神谕七阶,,精英主線神諭七階,,,,
BattlePassTitle_HardBattle_Grade_8,精英主线神谕八阶,,精英主線神諭八階,,,,
BattlePassTitle_HardBattle_Grade_9,精英主线神谕九阶,,精英主線神諭九階,,,,
BattlePassTitle_HardBattle_Grade_10,精英主线神谕十阶,,精英主線神諭十階,,,,
BattlePassTitle_HardBattle_Grade_11,精英主线神谕十一阶,,精英主線神諭十一階,,,,
BattlePassTitle_HardBattle_Grade_12,精英主线神谕十二阶,,精英主線神諭十二階,,,,
BattlePassTitle_Tower_Grade_1,冥河探索神谕一阶,,冥河探索神諭一階,,,,
BattlePassTitle_Tower_Grade_2,冥河探索神谕二阶,,冥河探索神諭二階,,,,
BattlePassTitle_Tower_Grade_3,冥河探索神谕三阶,,冥河探索神諭三階,,,,
BattlePassTitle_Tower_Grade_4,冥河探索神谕四阶,,冥河探索神諭四階,,,,
BattlePassTitle_Tower_Grade_5,冥河探索神谕五阶,,冥河探索神諭五階,,,,
BattlePassTitle_Tower_Grade_6,冥河探索神谕六阶,,冥河探索神諭六階,,,,
BattlePassTitle_Tower_Grade_7,冥河探索神谕七阶,,冥河探索神諭七階,,,,
BattlePassTitle_Tower_Grade_8,冥河探索神谕八阶,,冥河探索神諭八階,,,,
BattlePassTitle_Tower_Grade_9,冥河探索神谕九阶,,冥河探索神諭九階,,,,
BattlePassTitle_Tower_Grade_10,冥河探索神谕十阶,,冥河探索神諭十階,,,,
BattlePassTitle_Tower_Grade_11,冥河探索神谕十一阶,,冥河探索神諭十一階,,,,
BattlePassTitle_Tower_Grade_12,冥河探索神谕十二阶,,冥河探索神諭十二階,,,,
,,,,,,,
#PackageDescriptionForSDK,,,,,,,
MonthCard_Desc_1,普通月卡,,普通月卡,,,,
MonthCard_Desc_2,白金月卡,,白金月卡,,,,
BattlePass_Desc_Normal1,战令普通1,,戰令普通1,,,,
BattlePass_Desc_Normal2,战令普通2,,戰令普通2,,,,
BattlePass_Desc_Normal3,战令普通3,,戰令普通3,,,,
BattlePass_Desc_Normal4,战令普通4,,戰令普通4,,,,
BattlePass_Desc_Hard1,战令困难1,,戰令困難1,,,,
BattlePass_Desc_Hard2,战令困难2,,戰令困難2,,,,
BattlePass_Desc_Hard3,战令困难3,,戰令困難3,,,,
BattlePass_Desc_Hard4,战令困难4,,戰令困難4,,,,
BattlePass_Desc_Tower1,战令冥河1,,戰令冥河1,,,,
BattlePass_Desc_Tower2,战令冥河2,,戰令冥河2,,,,
BattlePass_Desc_Tower3,战令冥河3,,戰令冥河3,,,,
Package_Desc_1,新手星神召唤增援箱,,新手星神召喚增援箱,,,,
Package_Desc_2,新手初始星神任选增援箱,,新手初始星神任選增援箱,,,,
Package_Desc_3,新手SSR兽神增援箱,,新手SSR獸神增援箱,,,,
Package_Desc_4,新手星之罗盘增援箱,,新手星之羅盤增援箱,,,,
Package_Desc_5,新手每日神气石增援箱,,新手每日神氣石增援箱,,,,
Package_Desc_6,每日资金补给箱,,每日資金補給箱,,,,
Package_Desc_7,每日营养包,,每日營養包,,,,
Package_Desc_8,每日召唤补给箱,,每日召喚補給箱,,,,
Package_Desc_9,每日占星补给箱,,每日占星補給箱,,,,
Package_Desc_10,每日占星限定补给箱,,每日占星限定補給箱,,,,
Package_Desc_11,每周星神觉醒补给箱,,每週星神覺醒補給箱,,,,
Package_Desc_231,每周星神觉醒补给箱II,,每週星神覺醒補給箱II,,,,
Package_Desc_232,每周星神觉醒补给箱III,,每週星神覺醒補給箱III,,,,
Package_Desc_12,每周超值召唤补给箱,,每週超值召喚補給箱,,,,
Package_Desc_233,每周超值召唤补给箱II,,每週超值召喚補給箱II,,,,
Package_Desc_234,每周超值召唤补给箱III,,每週超值召喚補給箱III,,,,
Package_Desc_235,每周超值召唤补给箱IV,,每週超值召喚補給箱IV,,,,
Package_Desc_236,每周超值召唤补给箱V,,每週超值召喚補給箱V,,,,
Package_Desc_13,每周心之钥补给箱 I,,每週心之鑰補給箱 I,,,,
Package_Desc_14,每周心之钥补给箱 II,,每週心之鑰補給箱 II,,,,
Package_Desc_237,每周心之钥补给箱 III,,每週心之鑰補給箱 III,,,,
Package_Desc_238,每周心之钥补给箱 IV,,每週心之鑰補給箱 IV,,,,
Package_Desc_15,每周心之钥限定补给箱 I,,每週心之鑰限定補給箱 I,,,,
Package_Desc_16,每周心之钥限定补给箱 II,,每週心之鑰限定補給箱 II,,,,
Package_Desc_239,每周心之钥限定补给箱 III,,每週心之鑰限定補給箱 III,,,,
Package_Desc_240,每周心之钥限定补给箱 IV,,每週心之鑰限定補給箱 IV,,,,
Package_Desc_17,日冕每日金币补给箱,,日冕每日金幣補給箱,,,,
Package_Desc_18,日冕星之钥x10,,日冕星之鑰x10,,,,
Package_Desc_19,日冕星之钥x30,,日冕星之鑰x30,,,,
Package_Desc_20,日冕心之钥x20,,日冕心之鑰x20,,,,
Package_Desc_21,日冕心之钥,,日冕心之鑰,,,,
Package_Desc_22,日冕心之钥,,日冕心之鑰,,,,
Package_Desc_23,日冕星之钥,,日冕星之鑰,,,,
Package_Desc_24,日冕星之罗盘,,日冕星之羅盤,,,,
Package_Desc_25,日冕神气石,,日冕神氣石,,,,
Package_Desc_27,日冕Certificate of establishment
,,日冕建會證,,,,
Package_Desc_28,日冕好感度礼盒x10,,日冕好感度禮盒x10,,,,
Package_Desc_29,日冕好感度礼盒,,日冕好感度禮盒,,,,
Package_Desc_30,日冕金币,,日冕金幣,,,,
Package_Desc_39,20级超值礼包(A),,20级超值礼包(A),,,,
Package_Desc_40,20级超值礼包(B),,20级超值礼包(B),,,,
Package_Desc_41,20级超值礼包(C),,20级超值礼包(C),,,,
Package_Desc_42,20级超值礼包(D),,20级超值礼包(D),,,,
Package_Desc_43,20级超值礼包(E),,20级超值礼包(E),,,,
Package_Desc_44,20级超值礼包(F),,20级超值礼包(F),,,,
Package_Desc_45,30级超值礼包(A),,30级超值礼包(A),,,,
Package_Desc_46,30级超值礼包(B),,30级超值礼包(B),,,,
Package_Desc_47,30级超值礼包(C),,30级超值礼包(C),,,,
Package_Desc_48,30级超值礼包(D),,30级超值礼包(D),,,,
Package_Desc_49,30级超值礼包(E),,30级超值礼包(E),,,,
Package_Desc_50,30级超值礼包(F),,30级超值礼包(F),,,,
Package_Desc_51,35级超值礼包(A),,35级超值礼包(A),,,,
Package_Desc_52,35级超值礼包(B),,35级超值礼包(B),,,,
Package_Desc_53,35级超值礼包(C),,35级超值礼包(C),,,,
Package_Desc_54,35级超值礼包(D),,35级超值礼包(D),,,,
Package_Desc_55,35级超值礼包(E),,35级超值礼包(E),,,,
Package_Desc_56,35级超值礼包(F),,35级超值礼包(F),,,,
Package_Desc_57,40级超值礼包(A),,40级超值礼包(A),,,,
Package_Desc_58,40级超值礼包(B),,40级超值礼包(B),,,,
Package_Desc_59,40级超值礼包(C),,40级超值礼包(C),,,,
Package_Desc_60,40级超值礼包(D),,40级超值礼包(D),,,,
Package_Desc_61,40级超值礼包(E),,40级超值礼包(E),,,,
Package_Desc_62,40级超值礼包(F),,40级超值礼包(F),,,,
Package_Desc_63,45级超值礼包(A),,45级超值礼包(A),,,,
Package_Desc_64,45级超值礼包(B),,45级超值礼包(B),,,,
Package_Desc_65,45级超值礼包(C),,45级超值礼包(C),,,,
Package_Desc_66,45级超值礼包(D),,45级超值礼包(D),,,,
Package_Desc_67,45级超值礼包(E),,45级超值礼包(E),,,,
Package_Desc_68,45级超值礼包(F),,45级超值礼包(F),,,,
Package_Desc_69,50级超值礼包(A),,50级超值礼包(A),,,,
Package_Desc_70,50级超值礼包(B),,50级超值礼包(B),,,,
Package_Desc_71,50级超值礼包(C),,50级超值礼包(C),,,,
Package_Desc_72,50级超值礼包(D),,50级超值礼包(D),,,,
Package_Desc_73,50级超值礼包(E),,50级超值礼包(E),,,,
Package_Desc_74,50级超值礼包(F),,50级超值礼包(F),,,,
Package_Desc_75,55级超值礼包(A),,55级超值礼包(A),,,,
Package_Desc_76,55级超值礼包(B),,55级超值礼包(B),,,,
Package_Desc_77,55级超值礼包(C),,55级超值礼包(C),,,,
Package_Desc_78,55级超值礼包(D),,55级超值礼包(D),,,,
Package_Desc_79,55级超值礼包(E),,55级超值礼包(E),,,,
Package_Desc_80,55级超值礼包(F),,55级超值礼包(F),,,,
Package_Desc_81,60级超值礼包(A),,60级超值礼包(A),,,,
Package_Desc_82,60级超值礼包(B),,60级超值礼包(B),,,,
Package_Desc_83,60级超值礼包(C),,60级超值礼包(C),,,,
Package_Desc_84,60级超值礼包(D),,60级超值礼包(D),,,,
Package_Desc_85,60级超值礼包(E),,60级超值礼包(E),,,,
Package_Desc_86,60级超值礼包(F),,60级超值礼包(F),,,,
Package_Desc_87,65级超值礼包(A),,65级超值礼包(A),,,,
Package_Desc_88,65级超值礼包(B),,65级超值礼包(B),,,,
Package_Desc_89,65级超值礼包(C),,65级超值礼包(C),,,,
Package_Desc_90,65级超值礼包(D),,65级超值礼包(D),,,,
Package_Desc_91,65级超值礼包(E),,65级超值礼包(E),,,,
Package_Desc_92,65级超值礼包(F),,65级超值礼包(F),,,,
Package_Desc_93,70级超值礼包(A),,70级超值礼包(A),,,,
Package_Desc_94,70级超值礼包(B),,70级超值礼包(B),,,,
Package_Desc_95,70级超值礼包(C),,70级超值礼包(C),,,,
Package_Desc_96,70级超值礼包(D),,70级超值礼包(D),,,,
Package_Desc_97,70级超值礼包(E),,70级超值礼包(E),,,,
Package_Desc_98,70级超值礼包(F),,70级超值礼包(F),,,,
Package_Desc_99,主线20章限时礼包(A),,主线20章限时礼包(A),,,,
Package_Desc_100,主线20章限时礼包(B),,主线20章限时礼包(B),,,,
Package_Desc_101,主线20章限时礼包(C),,主线20章限时礼包(C),,,,
Package_Desc_102,主线20章限时礼包(D),,主线20章限时礼包(D),,,,
Package_Desc_103,主线20章限时礼包(E),,主线20章限时礼包(E),,,,
Package_Desc_104,主线20章限时礼包(F),,主线20章限时礼包(F),,,,
Package_Desc_105,主线30章限时礼包(A),,主线30章限时礼包(A),,,,
Package_Desc_106,主线30章限时礼包(B),,主线30章限时礼包(B),,,,
Package_Desc_107,主线30章限时礼包(C),,主线30章限时礼包(C),,,,
Package_Desc_108,主线30章限时礼包(D),,主线30章限时礼包(D),,,,
Package_Desc_109,主线30章限时礼包(E),,主线30章限时礼包(E),,,,
Package_Desc_110,主线30章限时礼包(F),,主线30章限时礼包(F),,,,
Package_Desc_111,主线40章限时礼包(A),,主线40章限时礼包(A),,,,
Package_Desc_112,主线40章限时礼包(B),,主线40章限时礼包(B),,,,
Package_Desc_113,主线40章限时礼包(C),,主线40章限时礼包(C),,,,
Package_Desc_114,主线40章限时礼包(D),,主线40章限时礼包(D),,,,
Package_Desc_115,主线40章限时礼包(E),,主线40章限时礼包(E),,,,
Package_Desc_116,主线40章限时礼包(F),,主线40章限时礼包(F),,,,
Package_Desc_117,主线50章限时礼包(A),,主线50章限时礼包(A),,,,
Package_Desc_118,主线50章限时礼包(B),,主线50章限时礼包(B),,,,
Package_Desc_119,主线50章限时礼包(C),,主线50章限时礼包(C),,,,
Package_Desc_120,主线50章限时礼包(D),,主线50章限时礼包(D),,,,
Package_Desc_121,主线50章限时礼包(E),,主线50章限时礼包(E),,,,
Package_Desc_122,主线50章限时礼包(F),,主线50章限时礼包(F),,,,
Package_Desc_123,主线60章限时礼包(A),,主线60章限时礼包(A),,,,
Package_Desc_124,主线60章限时礼包(B),,主线60章限时礼包(B),,,,
Package_Desc_125,主线60章限时礼包(C),,主线60章限时礼包(C),,,,
Package_Desc_126,主线60章限时礼包(D),,主线60章限时礼包(D),,,,
Package_Desc_127,主线60章限时礼包(E),,主线60章限时礼包(E),,,,
Package_Desc_128,主线60章限时礼包(F),,主线60章限时礼包(F),,,,
Package_Desc_129,主线70章限时礼包(A),,主线70章限时礼包(A),,,,
Package_Desc_130,主线70章限时礼包(B),,主线70章限时礼包(B),,,,
Package_Desc_131,主线70章限时礼包(C),,主线70章限时礼包(C),,,,
Package_Desc_132,主线70章限时礼包(D),,主线70章限时礼包(D),,,,
Package_Desc_133,主线70章限时礼包(E),,主线70章限时礼包(E),,,,
Package_Desc_134,主线70章限时礼包(F),,主线70章限时礼包(F),,,,
Package_Desc_135,主线80章限时礼包(A),,主线80章限时礼包(A),,,,
Package_Desc_136,主线80章限时礼包(B),,主线80章限时礼包(B),,,,
Package_Desc_137,主线80章限时礼包(C),,主线80章限时礼包(C),,,,
Package_Desc_138,主线80章限时礼包(D),,主线80章限时礼包(D),,,,
Package_Desc_139,主线80章限时礼包(E),,主线80章限时礼包(E),,,,
Package_Desc_140,主线80章限时礼包(F),,主线80章限时礼包(F),,,,
Package_Desc_141,主线90章限时礼包(A),,主线90章限时礼包(A),,,,
Package_Desc_142,主线90章限时礼包(B),,主线90章限时礼包(B),,,,
Package_Desc_143,主线90章限时礼包(C),,主线90章限时礼包(C),,,,
Package_Desc_144,主线90章限时礼包(D),,主线90章限时礼包(D),,,,
Package_Desc_145,主线90章限时礼包(E),,主线90章限时礼包(E),,,,
Package_Desc_146,主线90章限时礼包(F),,主线90章限时礼包(F),,,,
Package_Desc_147,主线100章限时礼包(A),,主线100章限时礼包(A),,,,
Package_Desc_148,主线100章限时礼包(B),,主线100章限时礼包(B),,,,
Package_Desc_149,主线100章限时礼包(C),,主线100章限时礼包(C),,,,
Package_Desc_150,主线100章限时礼包(D),,主线100章限时礼包(D),,,,
Package_Desc_151,主线100章限时礼包(E),,主线100章限时礼包(E),,,,
Package_Desc_152,主线100章限时礼包(F),,主线100章限时礼包(F),,,,
Package_Desc_153,精英第10章限时礼包(A),,精英第10章限时礼包(A),,,,
Package_Desc_154,精英第10章限时礼包(B),,精英第10章限时礼包(B),,,,
Package_Desc_155,精英第10章限时礼包(C),,精英第10章限时礼包(C),,,,
Package_Desc_156,精英第10章限时礼包(D),,精英第10章限时礼包(D),,,,
Package_Desc_157,精英第10章限时礼包(E),,精英第10章限时礼包(E),,,,
Package_Desc_158,精英第10章限时礼包(F),,精英第10章限时礼包(F),,,,
Package_Desc_159,精英第20章限时礼包(A),,精英第20章限时礼包(A),,,,
Package_Desc_160,精英第20章限时礼包(B),,精英第20章限时礼包(B),,,,
Package_Desc_161,精英第20章限时礼包(C),,精英第20章限时礼包(C),,,,
Package_Desc_162,精英第20章限时礼包(D),,精英第20章限时礼包(D),,,,
Package_Desc_163,精英第20章限时礼包(E),,精英第20章限时礼包(E),,,,
Package_Desc_164,精英第20章限时礼包(F),,精英第20章限时礼包(F),,,,
Package_Desc_165,精英第30章限时礼包(A),,精英第30章限时礼包(A),,,,
Package_Desc_166,精英第30章限时礼包(B),,精英第30章限时礼包(B),,,,
Package_Desc_167,精英第30章限时礼包(C),,精英第30章限时礼包(C),,,,
Package_Desc_168,精英第30章限时礼包(D),,精英第30章限时礼包(D),,,,
Package_Desc_169,精英第30章限时礼包(E),,精英第30章限时礼包(E),,,,
Package_Desc_170,精英第30章限时礼包(F),,精英第30章限时礼包(F),,,,
Package_Desc_171,精英第40章限时礼包(A),,精英第40章限时礼包(A),,,,
Package_Desc_172,精英第40章限时礼包(B),,精英第40章限时礼包(B),,,,
Package_Desc_173,精英第40章限时礼包(C),,精英第40章限时礼包(C),,,,
Package_Desc_174,精英第40章限时礼包(D),,精英第40章限时礼包(D),,,,
Package_Desc_175,精英第40章限时礼包(E),,精英第40章限时礼包(E),,,,
Package_Desc_176,精英第40章限时礼包(F),,精英第40章限时礼包(F),,,,
Package_Desc_177,精英第50章限时礼包(A),,精英第50章限时礼包(A),,,,
Package_Desc_178,精英第50章限时礼包(B),,精英第50章限时礼包(B),,,,
Package_Desc_179,精英第50章限时礼包(C),,精英第50章限时礼包(C),,,,
Package_Desc_180,精英第50章限时礼包(D),,精英第50章限时礼包(D),,,,
Package_Desc_181,精英第50章限时礼包(E),,精英第50章限时礼包(E),,,,
Package_Desc_182,精英第50章限时礼包(F),,精英第50章限时礼包(F),,,,
Package_Desc_183,精英第60章限时礼包(A),,精英第60章限时礼包(A),,,,
Package_Desc_184,精英第60章限时礼包(B),,精英第60章限时礼包(B),,,,
Package_Desc_185,精英第60章限时礼包(C),,精英第60章限时礼包(C),,,,
Package_Desc_186,精英第60章限时礼包(D),,精英第60章限时礼包(D),,,,
Package_Desc_187,精英第60章限时礼包(E),,精英第60章限时礼包(E),,,,
Package_Desc_188,精英第60章限时礼包(F),,精英第60章限时礼包(F),,,,
Package_Desc_189,精英第70章限时礼包(A),,精英第70章限时礼包(A),,,,
Package_Desc_190,精英第70章限时礼包(B),,精英第70章限时礼包(B),,,,
Package_Desc_191,精英第70章限时礼包(C),,精英第70章限时礼包(C),,,,
Package_Desc_192,精英第70章限时礼包(D),,精英第70章限时礼包(D),,,,
Package_Desc_193,精英第70章限时礼包(E),,精英第70章限时礼包(E),,,,
Package_Desc_194,精英第70章限时礼包(F),,精英第70章限时礼包(F),,,,
Package_Desc_195,精英第80章限时礼包(A),,精英第80章限时礼包(A),,,,
Package_Desc_196,精英第80章限时礼包(B),,精英第80章限时礼包(B),,,,
Package_Desc_197,精英第80章限时礼包(C),,精英第80章限时礼包(C),,,,
Package_Desc_198,精英第80章限时礼包(D),,精英第80章限时礼包(D),,,,
